"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_1_Bulgarian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_1_Bulgarian.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_1_Chinese.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_1_Chinese.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_2_Chinese.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_2_Chinese.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_2_English.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_2_English.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_2_French.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_2_French.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_2_Portuguese.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_2_Portuguese.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_2_Portuguese.py:28:71:28:85""]].","/Tainted/CodeQL/codeql_cwe074_0_2_Portuguese.py","28","71","28","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_2_Russian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_2_Russian.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_3_Chinese.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_3_Chinese.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_3_English.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_3_English.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_3_Portuguese.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_3_Portuguese.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_3_Portuguese.py:28:71:28:85""]].","/Tainted/CodeQL/codeql_cwe074_0_3_Portuguese.py","28","71","28","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_3_Russian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_3_Russian.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_3_Western Persian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_3_Western Persian.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_4_Bulgarian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_4_Bulgarian.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_4_English.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_4_English.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_4_Estonian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_4_Estonian.py","9","71","9","85"
"Hard-coded credentials","Credentials are hard coded in the source code of the application.","error","This hardcoded value is [[""used as credentials""|""relative:///Tainted/CodeQL/codeql_cwe074_0_4_Russian.py:9:71:9:85""]].","/Tainted/CodeQL/codeql_cwe074_0_4_Russian.py","9","71","9","85"
