"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_0.py","10","32","10","38"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_1.py","10","32","10","38"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_2.py","11","30","11","36"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_3.py","11","38","11","44"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_4.py","11","36","11","42"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_5.py","10","32","10","38"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_6.py","10","32","10","38"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_7.py","11","36","11","42"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_8.py","11","36","11","42"
"JWT missing secret or public key verification","The application does not verify the JWT payload with a cryptographic secret or public key.","warning","is not verified with a cryptographic secret or public key.","/Tainted/CodeQL/codeql_cwe347_0_9.py","11","30","11","36"
