"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_132_Spanish.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_132_Spanish.py","17","34","17","40"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_139_Spanish.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_139_Spanish.py","17","30","17","36"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_166_Estonian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_166_Estonian.py","19","25","19","31"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_180_Afrikaans.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_180_Afrikaans.py","17","34","17","40"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_190_Bulgarian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_190_Bulgarian.py","11","33","11","39"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_192_Bulgarian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_192_Bulgarian.py","11","38","11","44"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_194_Bulgarian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_194_Bulgarian.py","16","38","16","44"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_196_Bulgarian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_196_Bulgarian.py","11","33","11","39"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_197_Bulgarian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_197_Bulgarian.py","11","33","11","39"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_199_Bulgarian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_199_Bulgarian.py","11","38","11","44"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_215_Russian.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_215_Russian.py","11","38","11","44"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_217_Russian.py:3:26:3:32""]] without guarding against external entity expansion.
XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_217_Russian.py:23:26:23:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_217_Russian.py","16","33","16","39"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_219_Russian.py:3:26:3:32""]] without guarding against external entity expansion.
XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_219_Russian.py:16:26:16:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_219_Russian.py","11","34","11","40"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_33_Turkish.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_33_Turkish.py","11","38","11","44"
"XML external entity expansion","Parsing user input as an XML document with external entity expansion is vulnerable to XXE attacks.","error","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe611_0_39_Turkish.py:3:26:3:32""]] without guarding against external entity expansion.","/Tainted/Author/A_cwe611_0_39_Turkish.py","19","25","19","31"
