"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_0/SE_cwe295_0_0_English.java:20:13:26:13""]], which is defined in [[""SE_cwe295_0_0_English$$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_0/SE_cwe295_0_0_English.java:20:17:20:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_0/SE_cwe295_0_0_English.java","30","31","30","43"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_0/SE_cwe295_0_0_English.java:13:13:33:13""]], which is defined in [[""SE_cwe295_0_0_English$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_0/SE_cwe295_0_0_English.java:13:17:13:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_0/SE_cwe295_0_0_English.java","37","31","37","43"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_1/SE_cwe295_0_1_English.java:22:13:30:13""]], which is defined in [[""SE_cwe295_0_1_English$$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_1/SE_cwe295_0_1_English.java:22:17:22:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_1/SE_cwe295_0_1_English.java","34","31","34","43"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_1/SE_cwe295_0_1_English.java:13:13:37:13""]], which is defined in [[""SE_cwe295_0_1_English$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_1/SE_cwe295_0_1_English.java:13:17:13:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_1/SE_cwe295_0_1_English.java","41","31","41","43"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_100/SE_cwe295_0_100_Russian.java:20:9:26:9""]], which is defined in [[""SE_cwe295_0_100_Russian$$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_100/SE_cwe295_0_100_Russian.java:20:13:20:28""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_100/SE_cwe295_0_100_Russian.java","30","27","30","39"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_100/SE_cwe295_0_100_Russian.java:13:9:33:9""]], which is defined in [[""SE_cwe295_0_100_Russian$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_100/SE_cwe295_0_100_Russian.java:13:13:13:28""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_100/SE_cwe295_0_100_Russian.java","37","27","37","39"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_101/SE_cwe295_0_101_Russian.java:14:13:32:13""]], which is defined in [[""SE_cwe295_0_101_Russian$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_101/SE_cwe295_0_101_Russian.java:14:17:14:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_101/SE_cwe295_0_101_Russian.java","13","31","33","9"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_101/SE_cwe295_0_101_Russian.java:19:13:25:13""]], which is defined in [[""SE_cwe295_0_101_Russian$$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_101/SE_cwe295_0_101_Russian.java:19:17:19:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_101/SE_cwe295_0_101_Russian.java","18","31","26","9"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_102/SE_cwe295_0_102_Russian.java:20:13:26:13""]], which is defined in [[""SE_cwe295_0_102_Russian$$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_102/SE_cwe295_0_102_Russian.java:20:17:20:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_102/SE_cwe295_0_102_Russian.java","30","31","30","43"
"`TrustManager` that accepts all certificates","Trusting all certificates allows an attacker to perform a machine-in-the-middle attack.","error","This uses [[""TrustManager""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_102/SE_cwe295_0_102_Russian.java:13:13:33:13""]], which is defined in [[""SE_cwe295_0_102_Russian$""|""relative:///com/sallm/Assertion/SecurityEval/p_19_f_102/SE_cwe295_0_102_Russian.java:13:17:13:32""]] and trusts any certificate.","/com/sallm/Assertion/SecurityEval/p_19_f_102/SE_cwe295_0_102_Russian.java","37","31","37","43"
