"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_0/SS_cwe379_0_0_English.java","16","25","16","62"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_1/SS_cwe379_0_1_English.java","16","25","16","62"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_116/SS_cwe379_0_116_Dutch.java","16","25","16","59"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_119/SS_cwe379_0_119_Dutch.java","16","25","16","59"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_128/SS_cwe379_0_128_Turkish.java","16","25","16","62"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability from [[""system temp directory""|""relative:///com/sallm/Assertion/SonarSource/p_34_f_134/SS_cwe379_0_134_Indonesian.java:17:74:17:109""]] due to use of file or directory readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_134/SS_cwe379_0_134_Indonesian.java","17","74","17","109"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability from [[""system temp directory""|""relative:///com/sallm/Assertion/SonarSource/p_34_f_135/SS_cwe379_0_135_Indonesian.java:17:74:17:109""]] due to use of file or directory readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_135/SS_cwe379_0_135_Indonesian.java","17","74","17","109"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_140/SS_cwe379_0_140_Russian.java","16","25","16","62"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability from [[""system temp directory""|""relative:///com/sallm/Assertion/SonarSource/p_34_f_141/SS_cwe379_0_141_Russian.java:16:73:16:108""]] due to use of file or directory readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_141/SS_cwe379_0_141_Russian.java","16","73","16","108"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_142/SS_cwe379_0_142_Russian.java","16","25","16","59"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_147/SS_cwe379_0_147_Russian.java","16","25","16","62"
"Local information disclosure in a temporary directory","Writing information without explicit permissions to a shared temporary directory may disclose it to other users.","warning","Local information disclosure vulnerability due to use of file readable by other local users.","/com/sallm/Assertion/SonarSource/p_34_f_149/SS_cwe379_0_149_Russian.java","16","25","16","59"
