"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/Author/A_cwe020_1_193_Malay.py:1:26:1:32""]].","/Assertion/Author/A_cwe020_1_193_Malay.py","13","21","13","50"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_121_Portuguese.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_121_Portuguese.py","17","25","17","34"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_137_Vietnamese.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_137_Vietnamese.py","13","21","13","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_144_Indonesian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_144_Indonesian.py","8","21","8","46"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_145_Indonesian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_145_Indonesian.py","9","21","9","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_153_Afrikaans.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_153_Afrikaans.py","10","25","10","34"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_154_Afrikaans.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_154_Afrikaans.py","15","21","15","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_161_Estonian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_161_Estonian.py","13","17","13","39"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_168_Estonian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_168_Estonian.py","18","17","18","19"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_174_Hungarian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_174_Hungarian.py","9","21","9","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_182_Persian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_182_Persian.py","14","17","14","24"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_188_Persian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_188_Persian.py","15","17","15","24"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_189_Persian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_189_Persian.py","14","17","14","26"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_205_Greek.py:1:19:1:25""]].
Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_205_Greek.py:12:19:12:25""]].","/Assertion/SonarSource/SS_cwe601_0_205_Greek.py","8","21","8","50"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_212_Tagalog.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_212_Tagalog.py","16","25","16","34"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_222_Hebrew.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_222_Hebrew.py","11","21","11","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_226_Hebrew.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_226_Hebrew.py","13","21","13","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_31_German.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_31_German.py","11","21","11","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_32_German.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_32_German.py","11","21","11","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_39_German.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_39_German.py","13","17","13","42"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_3_English.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_3_English.py","14","25","14","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_60_Bulgarian.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_60_Bulgarian.py","10","21","10","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_80_Turkish.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_80_Turkish.py","17","25","17","27"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_83_Turkish.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_83_Turkish.py","12","21","12","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_94_French.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_94_French.py","10","25","10","30"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Tainted/CodeQL/codeql_cwe078_0_229_Afrikaans.py:2:26:2:32""]].","/Tainted/CodeQL/codeql_cwe078_0_229_Afrikaans.py","15","10","15","12"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_116_French.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_116_French.py","26","17","26","60"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_156_Turkish.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_156_Turkish.py","28","17","28","60"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_22_Vietnamese.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_22_Vietnamese.py","27","17","27","60"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_31_Indonesian.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_31_Indonesian.py","28","17","28","60"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_35_Indonesian.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_35_Indonesian.py","27","17","27","60"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_66_Persian.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_66_Persian.py","27","17","27","60"
"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/CodeQL/codeql_cwe601_0_81_Afrikaans.py:4:19:4:25""]].","/Assertion/CodeQL/codeql_cwe601_0_81_Afrikaans.py","29","17","29","40"
