601,bigcode_starcoder,1.0,results_cwe_601.csv,"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/Author/A_cwe020_1_7.py:1:26:1:32""]].","/Assertion/Author/A_cwe020_1_7.py","16","25","16","34"
601,bigcode_starcoder,1.0,results_cwe_601.csv,"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_1.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_1.py","16","21","16","50"
601,bigcode_starcoder,1.0,results_cwe_601.csv,"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_3.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_3.py","21","21","21","50"
601,bigcode_starcoder,1.0,results_cwe_601.csv,"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_8.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_8.py","17","25","17","34"
601,bigcode_starcoder,1.0,results_cwe_601.csv,"URL redirection from remote source","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///Assertion/SonarSource/SS_cwe601_0_9.py:1:19:1:25""]].","/Assertion/SonarSource/SS_cwe601_0_9.py","17","25","17","34"
776,bigcode_starcoder,1.0,results_cwe_776.csv,"XML internal entity expansion","Parsing user input as an XML document with arbitrary internal entity expansion is vulnerable to denial-of-service attacks.","warning","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe776_0_3.py:2:26:2:32""]] without guarding against uncontrolled entity expansion.","/Tainted/Author/A_cwe776_0_3.py","15","26","15","32"
776,bigcode_starcoder,1.0,results_cwe_776.csv,"XML internal entity expansion","Parsing user input as an XML document with arbitrary internal entity expansion is vulnerable to denial-of-service attacks.","warning","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe776_0_6.py:2:26:2:32""]] without guarding against uncontrolled entity expansion.","/Tainted/Author/A_cwe776_0_6.py","14","29","14","40"
776,bigcode_starcoder,1.0,results_cwe_776.csv,"XML internal entity expansion","Parsing user input as an XML document with arbitrary internal entity expansion is vulnerable to denial-of-service attacks.","warning","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/Author/A_cwe776_0_8.py:2:26:2:32""]] without guarding against uncontrolled entity expansion.","/Tainted/Author/A_cwe776_0_8.py","20","26","20","28"
776,bigcode_starcoder,1.0,results_cwe_776.csv,"XML internal entity expansion","Parsing user input as an XML document with arbitrary internal entity expansion is vulnerable to denial-of-service attacks.","warning","XML parsing depends on a [[""user-provided value""|""relative:///Tainted/CodeQL/codeql_cwe776_0_9.py:1:26:1:32""]] without guarding against uncontrolled entity expansion.","/Tainted/CodeQL/codeql_cwe776_0_9.py","16","26","16","32"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Construction of a cookie using user-supplied input.","Constructing cookies from user input may allow an attacker to perform a Cookie Poisoning attack.","error","Cookie is constructed from a [[""user-supplied input""|""relative:///Assertion/Author/A_cwe079_0_1.py:1:26:1:32""]],and its httponly flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Assertion/Author/A_cwe079_0_1.py:1:26:1:32""]],and its secure flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Assertion/Author/A_cwe079_0_1.py:1:26:1:32""]],and its samesite flag is not properly set.","/Assertion/Author/A_cwe079_0_1.py","16","33","16","42"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Construction of a cookie using user-supplied input.","Constructing cookies from user input may allow an attacker to perform a Cookie Poisoning attack.","error","Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_0.py:1:25:1:31""]],and its httponly flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_0.py:1:25:1:31""]],and its secure flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_0.py:1:25:1:31""]],and its samesite flag is not properly set.","/Tainted/CodeQL/codeql_cwe614_0_0.py","16","29","16","33"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Construction of a cookie using user-supplied input.","Constructing cookies from user input may allow an attacker to perform a Cookie Poisoning attack.","error","Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_3.py:1:25:1:31""]],and its httponly flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_3.py:1:25:1:31""]],and its secure flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_3.py:1:25:1:31""]],and its samesite flag is not properly set.","/Tainted/CodeQL/codeql_cwe614_0_3.py","16","31","16","36"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Construction of a cookie using user-supplied input.","Constructing cookies from user input may allow an attacker to perform a Cookie Poisoning attack.","error","Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_8.py:1:25:1:31""]],and its secure flag is not properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is constructed from a [[""user-supplied input""|""relative:///Tainted/CodeQL/codeql_cwe614_0_8.py:1:25:1:31""]],and its samesite flag is not properly set.","/Tainted/CodeQL/codeql_cwe614_0_8.py","14","32","14","37"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Failure to use secure cookies","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","error","Cookie is added without the 'secure' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'httponly' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'samesite' flag properly set.","/Assertion/Author/A_cwe079_0_1.py","16","5","16","43"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Failure to use secure cookies","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","error","Cookie is added without the 'secure' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'httponly' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'samesite' flag properly set.","/Tainted/CodeQL/codeql_cwe614_0_0.py","16","2","16","34"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Failure to use secure cookies","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","error","Cookie is added without the 'secure' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'httponly' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'samesite' flag properly set.","/Tainted/CodeQL/codeql_cwe614_0_3.py","16","3","16","52"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Failure to use secure cookies","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","error","Cookie is added without the 'secure' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'httponly' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'samesite' flag properly set.","/Tainted/CodeQL/codeql_cwe614_0_4.py","13","5","13","43"
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,"Failure to use secure cookies","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","error","Cookie is added without the 'secure' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'httponly' flag properly set.
614,bigcode_starcoder,1.0,results_experimental_CWE-614.csv,Cookie is added without the 'samesite' flag properly set.","/Tainted/CodeQL/codeql_cwe614_0_6.py","15","5","15","36"
