"Arbitrary file write during tarfile extraction","Extracting files from a malicious tar archive without validating that the destination file path is within the destination directory can cause files outside the destination directory to be overwritten.","error","Extraction of tarfile from [[""ControlFlowNode for cls()""|""file:///software/p/python/3.12.12/gcc/11.5.0/lib/python3.12/tarfile.py:1889:21:1889:57""]] to a potentially untrusted source [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:56:5:56:31""]].
Extraction of tarfile from [[""ControlFlowNode for cls()""|""file:///software/p/python/3.12.12/gcc/11.5.0/lib/python3.12/tarfile.py:1907:16:1907:49""]] to a potentially untrusted source [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:56:5:56:31""]].
Extraction of tarfile from [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:56:5:56:31""]] to a potentially untrusted source [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:56:5:56:31""]].","/Refinement/GitHubDataset/cwe022_0_123_Tagalog.py","56","5","56","31"
"Arbitrary file write during tarfile extraction","Extracting files from a malicious tar archive without validating that the destination file path is within the destination directory can cause files outside the destination directory to be overwritten.","error","Extraction of tarfile from [[""ControlFlowNode for cls()""|""file:///software/p/python/3.12.12/gcc/11.5.0/lib/python3.12/tarfile.py:1889:21:1889:57""]] to a potentially untrusted source [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:1:1:1:27""]].
Extraction of tarfile from [[""ControlFlowNode for cls()""|""file:///software/p/python/3.12.12/gcc/11.5.0/lib/python3.12/tarfile.py:1907:16:1907:49""]] to a potentially untrusted source [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:1:1:1:27""]].
Extraction of tarfile from [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:1:1:1:27""]] to a potentially untrusted source [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_123_Tagalog.py:1:1:1:27""]].","/Refinement/GitHubDataset/cwe022_0_123_Tagalog.py","1","1","1","27"
"Arbitrary file write during tarfile extraction","Extracting files from a malicious tar archive without validating that the destination file path is within the destination directory can cause files outside the destination directory to be overwritten.","error","Extraction of tarfile from [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_160_Spanish.py:12:10:12:43""]] to a potentially untrusted source [[""ControlFlowNode for tar""|""relative:///Refinement/GitHubDataset/cwe022_0_160_Spanish.py:13:9:13:11""]].
Extraction of tarfile from [[""ControlFlowNode for cls()""|""file:///software/p/python/3.12.12/gcc/11.5.0/lib/python3.12/tarfile.py:1889:21:1889:57""]] to a potentially untrusted source [[""ControlFlowNode for tar""|""relative:///Refinement/GitHubDataset/cwe022_0_160_Spanish.py:13:9:13:11""]].
Extraction of tarfile from [[""ControlFlowNode for cls()""|""file:///software/p/python/3.12.12/gcc/11.5.0/lib/python3.12/tarfile.py:1907:16:1907:49""]] to a potentially untrusted source [[""ControlFlowNode for tar""|""relative:///Refinement/GitHubDataset/cwe022_0_160_Spanish.py:13:9:13:11""]].","/Refinement/GitHubDataset/cwe022_0_160_Spanish.py","13","9","13","11"
"Arbitrary file write during tarfile extraction","Extracting files from a malicious tar archive without validating that the destination file path is within the destination directory can cause files outside the destination directory to be overwritten.","error","Extraction of tarfile from [[""ControlFlowNode for Attribute()""|""relative:///Refinement/GitHubDataset/cwe022_0_168_Spanish.py:35:10:35:36""]] to a potentially untrusted source [[""ControlFlowNode for tar""|""relative:///Refinement/GitHubDataset/cwe022_0_168_Spanish.py:39:13:39:15""]].
