"Incomplete regular expression for hostnames","Matching a URL or hostname against a regular expression that contains an unescaped dot as part of the hostname might match more hostnames than expected.","warning","This regular expression has an unescaped '.' before 'example.com/', so it might match more hosts than expected.","/Assertion/CodeQL/codeql_cwe020_2_12_German.py","16","30","16","52"
"Incomplete regular expression for hostnames","Matching a URL or hostname against a regular expression that contains an unescaped dot as part of the hostname might match more hostnames than expected.","warning","This regular expression has an unescaped '.' before 'example.com/', so it might match more hosts than expected.","/Assertion/CodeQL/codeql_cwe020_2_159_Greek.py","15","19","15","44"
"Incomplete regular expression for hostnames","Matching a URL or hostname against a regular expression that contains an unescaped dot as part of the hostname might match more hostnames than expected.","warning","This regular expression has an unescaped '.' before 'example.com/', so it might match more hosts than expected.","/Assertion/CodeQL/codeql_cwe020_2_183_Malay.py","18","20","18","51"
"Incomplete regular expression for hostnames","Matching a URL or hostname against a regular expression that contains an unescaped dot as part of the hostname might match more hostnames than expected.","warning","This string, which is used as a regular expression [[""here""|""relative:///Assertion/CodeQL/codeql_cwe730_0_211_Vietnamese.py:17:16:17:22""]], has an unescaped '.' before 'example.com/', so it might match more hosts than expected.","/Assertion/CodeQL/codeql_cwe730_0_211_Vietnamese.py","16","12","16","69"
"Incomplete URL substring sanitization","Security checks on the substrings of an unparsed URL are often vulnerable to bypassing.","warning","The string [[""example.com""|""relative:///Assertion/CodeQL/codeql_cwe020_1_80_Persian.py:13:28:13:40""]] may be at an arbitrary position in the sanitized URL.","/Assertion/CodeQL/codeql_cwe020_1_80_Persian.py","13","8","13","41"
"Incomplete URL substring sanitization","Security checks on the substrings of an unparsed URL are often vulnerable to bypassing.","warning","The string [[""https://www.python.org""|""relative:///Assertion/CodeQL/codeql_cwe020_2_57_Spanish.py:16:35:16:58""]] may be at an arbitrary position in the sanitized URL.","/Assertion/CodeQL/codeql_cwe020_2_57_Spanish.py","16","35","16","100"
"Incomplete URL substring sanitization","Security checks on the substrings of an unparsed URL are often vulnerable to bypassing.","warning","The string [[""example.com/""|""relative:///Assertion/CodeQL/codeql_cwe020_3_192_Indonesian.py:6:40:6:53""]] may be at an arbitrary position in the sanitized URL.","/Assertion/CodeQL/codeql_cwe020_3_192_Indonesian.py","6","12","6","54"
"Incomplete URL substring sanitization","Security checks on the substrings of an unparsed URL are often vulnerable to bypassing.","warning","The string [[""example.com""|""relative:///Assertion/CodeQL/codeql_cwe020_3_31_Dutch.py:13:22:13:34""]] may be at an arbitrary position in the sanitized URL.","/Assertion/CodeQL/codeql_cwe020_3_31_Dutch.py","13","9","13","35"
"Incomplete URL substring sanitization","Security checks on the substrings of an unparsed URL are often vulnerable to bypassing.","warning","The string [[""www.example.com""|""relative:///Assertion/CodeQL/codeql_cwe730_1_55_Arabic.py:14:8:14:24""]] may be at an arbitrary position in the sanitized URL.","/Assertion/CodeQL/codeql_cwe730_1_55_Arabic.py","14","8","14","29"
"Incomplete URL substring sanitization","Security checks on the substrings of an unparsed URL are often vulnerable to bypassing.","warning","The string [[""beta.example.com""|""relative:///Assertion/CodeQL/codeql_cwe730_1_55_Arabic.py:14:34:14:51""]] may be at an arbitrary position in the sanitized URL.","/Assertion/CodeQL/codeql_cwe730_1_55_Arabic.py","14","34","14","56"
"Overly permissive regular expression range","Overly permissive regular expression ranges match a wider range of characters than intended. This may allow an attacker to bypass a filter or sanitizer.","warning","Suspicious character range that overlaps with a-z in the same character class, and is equivalent to [A-Z\[\\\]^_`a-z].","/Assertion/Author/A_cwe730_0_23_Afrikaans.py","12","43","12","45"
"Overly permissive regular expression range","Overly permissive regular expression ranges match a wider range of characters than intended. This may allow an attacker to bypass a filter or sanitizer.","warning","Suspicious character range that overlaps with a-z in the same character class, and is equivalent to [A-Z\[\\\]^_`a-z].","/Assertion/Author/A_cwe730_0_23_Afrikaans.py","12","52","12","54"
"Overly permissive regular expression range","Overly permissive regular expression ranges match a wider range of characters than intended. This may allow an attacker to bypass a filter or sanitizer.","warning","Suspicious character range that overlaps with 0-9 in the same character class, and overlaps with A-Z in the same character class, and is equivalent to [$%&'()*+,\-.\/0-9:;<=>?@A-Z\[\\\]^_].","/Assertion/CodeQL/codeql_cwe020_0_29_Turkish.py","19","57","19","59"
"Overly permissive regular expression range","Overly permissive regular expression ranges match a wider range of characters than intended. This may allow an attacker to bypass a filter or sanitizer.","warning","Suspicious character range that overlaps with a-z in the same character class, and is equivalent to [A-Z\[\\\]^_`a-z].","/Assertion/CodeQL/codeql_cwe020_2_213_Italian.py","17","78","17","80"
